1;449;245;0.0055302869726612585
2;329;45;0.0014065880704743144
3;203;110;6.257028048471124E-4
4;266;465;0.0015521191964553433
5;129;128;3.651369606073534E-4
6;131;130;1.1704699910841075E-4
7;133;132;0.0013847779605406538
8;135;134;7.368106948204811E-4
9;137;136;2.463432564425059E-4
10;139;138;0.0013787780822139299
11;80;140;0.0037094573727149737
12;142;141;0.004253414745831916
13;144;143;1.352479204929756E-4
14;145;143;7.528678502880126E-4
15;27;134;0.006543821895496223
16;33;146;0.0010135284899827602
17;148;147;0.005832300146590741
18;150;149;8.651317818601758E-4
19;152;151;5.996965899534364E-4
20;153;113;0.002572163486251097
21;155;154;0.00199205622411534
22;156;89;0.0021637534517522775
23;158;157;1.7836199146591364E-4
24;160;159;0.0010538334783046727
25;88;161;8.770860847191222E-4
26;162;57;0.002989353441801053
27;164;163;0.0029384744341265537
28;165;55;5.062054918764171E-4
29;163;165;0.0013639332828246455
30;167;166;7.557737756757929E-4
31;169;168;1.7661823235258573E-4
32;171;170;0.0017520102739386769
33;172;61;3.404717315715437E-4
34;132;131;6.497907355509998E-4
35;173;30;0.0010920407501526265
36;56;174;6.753169626117939E-4
37;176;175;4.609642068562698E-4
38;178;177;7.042648649482311E-4
39;179;178;0.00198934486703618
40;181;180;0.0027504985002792803
41;183;182;7.320983540474592E-4
42;185;184;0.0012718804975379934
43;187;186;0.003581590289235119
44;189;188;6.911584477558067E-5
45;191;190;0.0013593413846443077
46;193;192;0.006068920497086324
47;101;194;0.002505160274323268
48;105;195;0.0034268428618785826
49;197;196;0.0011154035144327254
50;199;198;2.7280945730742576E-4
51;201;200;4.100000001017179E-5
52;202;69;0.0049735975912891875
53;203;155;7.372285941278054E-4
54;112;204;0.010418084660806525
55;205;77;1.0696261028336671E-4
56;207;206;0.0018586231463160973
57;209;208;8.261961026329553E-4
58;7;129;1.2903487900678415E-4
59;58;210;0.0010390173242116854
60;212;211;3.1780497163273634E-5
61;172;213;0.006281005094731722
62;215;214;7.960157033638302E-4
63;217;216;0.0018230274271094364
64;219;218;0.002198801491722038
65;221;220;0.0014093122436100191
66;220;219;0.0010213569405453458
67;222;185;0.004106531870078217
68;224;223;1.0089598603677914E-4
69;198;225;0.002694605351439538
70;145;23;4.301534609904303E-4
71;227;226;2.3038446128410858E-4
72;229;228;4.07305781941968E-4
73;151;230;5.8412327465021674E-5
74;114;231;0.0011264120027837617
75;233;232;1.402069898391838E-4
76;47;234;7.14557905282116E-4
77;235;6;0.0012240036764585183
78;237;236;9.400191487410655E-4
79;239;238;3.180770346873662E-4
80;240;169;5.305883526855098E-4
81;242;241;4.923921201670151E-4
82;166;242;0.0026201931226488293
83;243;176;0.0016586379954588845
84;244;183;5.430000000075097E-4
85;196;245;3.1940569813352195E-4
86;246;135;0.001935210582861996
87;248;247;6.538264295667814E-4
88;250;249;5.450009174328825E-4
89;252;251;6.186153894050471E-4
90;251;67;0.0019641201592527353
91;37;253;5.969154043863943E-4
92;74;254;0.0019284854160670434
93;255;244;2.9006206231722945E-4
94;256;133;1.1322543883502771E-4
95;81;257;0.0031162214298684978
96;259;258;0.0013126736075746842
97;261;260;0.0010514180900100848
98;223;262;8.514657949752891E-4
99;264;263;0.006335242694639399
100;266;265;0.001835792199566681
101;267;160;1.5096025967462195E-4
102;269;268;0.0012881308163375917
103;271;270;0.009000432045191355
104;93;272;0.0060704288151700375
105;274;273;0.001217294130437038
106;276;275;0.0016791941519659675
107;277;94;0.007122467269134635
108;270;278;8.883878657377049E-4
109;280;279;0.0021760482531400327
110;282;281;5.313765143493891E-4
111;283;282;0.0026412506507314643
112;284;246;6.963476143477743E-5
113;285;267;5.376402142602194E-4
114;287;286;1.1988744721508366E-4
115;124;201;0.001962000254833786
116;289;288;8.299999998939711E-5
117;128;290;0.0015012398209409124
118;53;291;1.0084145973081656E-4
119;293;292;8.936582120683438E-4
120;294;293;4.3600458709683E-5
121;295;240;1.5028306624315527E-4
122;297;296;6.423433661119242E-4
123;299;298;0.0010782768661212723
124;300;274;7.839623715519454E-4
125;301;24;0.0021177632067790057
126;303;302;2.0131567252359552E-4
127;305;304;0.0019606146995171324
128;307;306;0.0016871434438166548
129;309;308;8.451585650048021E-4
130;9;310;0.0023974206973346
